"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA050 Sex differences: gathering,Code: EA050 Sex differences: gathering,Description: EA050 Sex differences: gathering,Comment: EA050 Sex differences: gathering,Subcase: EA050 Sex differences: gathering,References: EA050 Sex differences: gathering,Focal Year: EA052 Sex Differences: fishing,Code: EA052 Sex Differences: fishing,Description: EA052 Sex Differences: fishing,Comment: EA052 Sex Differences: fishing,Subcase: EA052 Sex Differences: fishing,References: EA052 Sex Differences: fishing,Focal Year: EA054 Sex differences: agriculture,Code: EA054 Sex differences: agriculture,Description: EA054 Sex differences: agriculture,Comment: EA054 Sex differences: agriculture,Subcase: EA054 Sex differences: agriculture,References: EA054 Sex differences: agriculture,Focal Year: EA051 Sex differences: hunting,Code: EA051 Sex differences: hunting,Description: EA051 Sex differences: hunting,Comment: EA051 Sex differences: hunting,Subcase: EA051 Sex differences: hunting,References: EA051 Sex differences: hunting
Ethnographic Atlas,Lithuanian Tatar,ch23,xd561,Lithuanian Tatar (ch23),55.0,24.0,55.0,24.0,west2405,Western Tatar,,Turkic,1905,9,The activity is absent or unimportant in the particular society,,with special reference to those of the Vilenskaja Gubernija,Ishakov et al.(1998); Grishin(1995); Muhlinskij(1902); Tuhan-Baranowski(1896); Shimelevich(1905); ,1905,9,The activity is absent or unimportant in the particular society,,with special reference to those of the Vilenskaja Gubernija,Ishakov et al.(1998); Grishin(1995); Muhlinskij(1902); Tuhan-Baranowski(1896); Shimelevich(1905); ,1905,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,with special reference to those of the Vilenskaja Gubernija,Ishakov et al.(1998); Grishin(1995); Muhlinskij(1902); Tuhan-Baranowski(1896); Shimelevich(1905); ,1905,9,The activity is absent or unimportant in the particular society,,with special reference to those of the Vilenskaja Gubernija,Ishakov et al.(1998); Grishin(1995); Muhlinskij(1902); Tuhan-Baranowski(1896); Shimelevich(1905); 
Ethnographic Atlas,Arbore,Ca18,xd424,Arbore (Ca18),5.0,37.0,5.0,37.0,arbo1245,Arbore,arv,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Acholi,Aj10,xd385,Acholi (Aj10),3.0,32.0,3.0,32.0,dhop1238,Dhopaluo,,Nilotic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Dagomba,Ag44,xd282,Dagomba (Ag44),9.0,0.0,9.0,0.0,dagb1246,Dagbani,dag,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Male,Ca22,xd429,Male (Ca22),6.0,37.0,6.0,37.0,male1284,Male (Ethiopia),mdy,Ta-Ne-Omotic,,NA,Missing data,,,,1950,1,"Males alone perform the activity, female participation being negligible",,,Jensen(1959); ,1950,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Jensen(1959); ,,NA,Missing data,,,
Ethnographic Atlas,Birifor,Ag5,xd288,Birifor (Ag5),10.0,-3.0,10.0,-3.0,sout2790,Southern Birifor,biv,Atlantic-Congo,1930,6,"Females alone perform the activity, male participation being negligible",,,Rattray(1932); Goody(1956); Labouret(1931); ,1930,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Rattray(1932); Goody(1956); Labouret(1931); ,1930,2,"Both sexes participate, but males do appreciably more than females",,,Rattray(1932); Goody(1956); Labouret(1931); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Rattray(1932); Goody(1956); Labouret(1931); 
Ethnographic Atlas,Sanema,Sd8,xd1360,Sanema (Sd8),4.0,-66.0,4.0,-66.0,sanu1240,Sanumá,xsu,Yanomam,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,1950,1,"Males alone perform the activity, female participation being negligible",,,Wilbert(1963); 
Ethnographic Atlas,Huron,Ng1,xd1244,Huron (Ng1),44.0,-78.0,44.0,-78.0,wyan1247,Wyandot,wya,Iroquoian,1640,6,"Females alone perform the activity, male participation being negligible",,Bear and Cord Subtribes,Trigger(1969); Kinietz(1940a); Tooker(1964); ,1640,1,"Males alone perform the activity, female participation being negligible",,Bear and Cord Subtribes,Trigger(1969); Kinietz(1940a); Tooker(1964); ,1640,6,"Females alone perform the activity, male participation being negligible",,Bear and Cord Subtribes,Trigger(1969); Kinietz(1940a); Tooker(1964); ,1640,1,"Males alone perform the activity, female participation being negligible",,Bear and Cord Subtribes,Trigger(1969); Kinietz(1940a); Tooker(1964); 
Ethnographic Atlas,Anaguta,Ah9,xd336,Anaguta (Ah9),10.0,9.0,10.0,9.0,igut1238,Iguta,nar,Atlantic-Congo,1920,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Gunn(1953); Diamond(1964); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Gunn(1953); Diamond(1964); ,1920,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Gunn(1953); Diamond(1964); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Gunn(1953); Diamond(1964); 
Ethnographic Atlas,Wenatchi,Nd16,xd1148,Wenatchi (Nd16),48.0,-121.0,48.0,-121.0,wena1241,Wenatchi,,Salishan,1870,6,"Females alone perform the activity, male participation being negligible",,,Ray(1942); Teit(1928); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Ray(1942); Teit(1928); ,1870,9,The activity is absent or unimportant in the particular society,,,Ray(1942); Teit(1928); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Ray(1942); Teit(1928); 
Ethnographic Atlas,Kashmiri,Ef8,xd670,Kashmir (Ef8),34.0,75.0,34.0,75.0,kash1277,Kashmiri,kas,Indo-European,1950,5,"Both sexes participate, but females do appreciably more than males",But the Pandit themselves seldom engage in any manual labor,with special reference to the Pandit or Sarasvati Brahmans,Crane(1955); Lawrence(1895); Madan(1965); ,1950,1,"Males alone perform the activity, female participation being negligible",But the Pandit themselves seldom engage in any manual labor,with special reference to the Pandit or Sarasvati Brahmans,Crane(1955); Lawrence(1895); Madan(1965); ,1950,2,"Both sexes participate, but males do appreciably more than females",But the Pandit themselves seldom engage in any manual labor,with special reference to the Pandit or Sarasvati Brahmans,Crane(1955); Lawrence(1895); Madan(1965); ,1950,1,"Males alone perform the activity, female participation being negligible",But the Pandit themselves seldom engage in any manual labor,with special reference to the Pandit or Sarasvati Brahmans,Crane(1955); Lawrence(1895); Madan(1965); 
Ethnographic Atlas,Aulliminden,Cc8,xd505,Aulliminden (Cc8),8.0,2.0,8.0,2.0,ioul1238,Ioullemmeden,,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Délįne,Na16,xd1033,Satudene (Na16),65.0,-119.0,65.0,-119.0,nort2942,North Slavey,scs,Athapaskan-Eyak-Tlingit,,NA,Missing data,,,,1860,1,"Males alone perform the activity, female participation being negligible",,,Osgood(1931); ,1860,9,The activity is absent or unimportant in the particular society,,,Osgood(1931); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Osgood(1931); 
Ethnographic Atlas,Dakelh,Na19,xd1035,Carrier (Na19),54.0,-124.0,54.0,-124.0,carr1249,Carrier,crx,Athapaskan-Eyak-Tlingit,1880,6,"Females alone perform the activity, male participation being negligible",,with special reference to the Hwitsowitenne,Ray(1942); Jenness(1943); Morice(1893); ,1880,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the Hwitsowitenne,Ray(1942); Jenness(1943); Morice(1893); ,1880,9,The activity is absent or unimportant in the particular society,,with special reference to the Hwitsowitenne,Ray(1942); Jenness(1943); Morice(1893); ,1880,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the Hwitsowitenne,Ray(1942); Jenness(1943); Morice(1893); 
Ethnographic Atlas,Orokaiva,Ie9,xd823,Orokaiva (Ie9),-9.0,148.0,-9.0,148.0,orok1269,Orokaiva,okv,Nuclear Trans New Guinea,1920,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Williams(1928); Reay(1953); Waddell and Krinks(1968); Williams(1930); ,1920,2,"Both sexes participate, but males do appreciably more than females",,,Williams(1928); Reay(1953); Waddell and Krinks(1968); Williams(1930); ,1920,5,"Both sexes participate, but females do appreciably more than males",,,Williams(1928); Reay(1953); Waddell and Krinks(1968); Williams(1930); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Williams(1928); Reay(1953); Waddell and Krinks(1968); Williams(1930); 
Ethnographic Atlas,Tupuri,Ai20,xd349,Tuburi (Ai20),10.0,15.0,10.0,15.0,tupu1244,Tupuri,tui,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Basari,Ag48,xd286,Basari (Ag48),9.0,1.0,9.0,1.0,ntch1242,Ntcham,bud,Atlantic-Congo,,NA,Missing data,,,,1890,1,"Males alone perform the activity, female participation being negligible",,,Klose(1899); Zech(1899); Froelich et al.(1963); Klose(1903); ,1890,2,"Both sexes participate, but males do appreciably more than females",,,Klose(1899); Zech(1899); Froelich et al.(1963); Klose(1903); ,1890,1,"Males alone perform the activity, female participation being negligible",,,Klose(1899); Zech(1899); Froelich et al.(1963); Klose(1903); 
Ethnographic Atlas,Modoc,Nc9,xd1140,Modoc (Nc9),42.0,-122.0,42.0,-122.0,klam1254,Klamath-Modoc,kla,Klamath-Modoc,1860,6,"Females alone perform the activity, male participation being negligible",,,Ray(1963); Voegelin(1942); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Ray(1963); Voegelin(1942); ,1860,9,The activity is absent or unimportant in the particular society,,,Ray(1963); Voegelin(1942); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Ray(1963); Voegelin(1942); 
Ethnographic Atlas,Antaisaka,Eh9,xd695,Antaisaka (Eh9),-22.9,47.75,-23.0,48.0,tesa1236,Tesaka Malagasy,tkg,Austronesian,,NA,Missing data,,,,1930,2,"Both sexes participate, but males do appreciably more than females",,,Deschamps(1936); ,1930,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Deschamps(1936); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Deschamps(1936); 
Ethnographic Atlas,DeneTha,Na17,xd1034,Slave (Na17),61.0,-120.0,61.0,-120.0,sout2959,South Slavey,xsl,Athapaskan-Eyak-Tlingit,1860,6,"Females alone perform the activity, male participation being negligible",,"Lynx Point band, Fort Simpson",Helm and Leacock(nd); MacNeish(1960b); Honigmann(1946); Mason(1946); Helm(1961); ,1860,2,"Both sexes participate, but males do appreciably more than females",,"Lynx Point band, Fort Simpson",Helm and Leacock(nd); MacNeish(1960b); Honigmann(1946); Mason(1946); Helm(1961); ,1860,9,The activity is absent or unimportant in the particular society,,"Lynx Point band, Fort Simpson",Helm and Leacock(nd); MacNeish(1960b); Honigmann(1946); Mason(1946); Helm(1961); ,1860,1,"Males alone perform the activity, female participation being negligible",,"Lynx Point band, Fort Simpson",Helm and Leacock(nd); MacNeish(1960b); Honigmann(1946); Mason(1946); Helm(1961); 
Ethnographic Atlas,Ely Shoshoni,Nd38,xd1172,Ely Shoshoni (Nd38),39.0,-115.0,39.0,-115.0,west2622,Western Shoshoni,,Uto-Aztecan,1870,5,"Both sexes participate, but females do appreciably more than males",,,Steward(1941); Steward(1938); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Steward(1941); Steward(1938); ,,NA,Missing data,,,,1870,1,"Males alone perform the activity, female participation being negligible",,,Steward(1941); Steward(1938); 
Ethnographic Atlas,Minangkabau,Ib6,xd755,Minangkabau (Ib6),-1.0,101.0,-1.0,101.0,mina1268,Minangkabau,min,Austronesian,,NA,Missing data,,,,1920,1,"Males alone perform the activity, female participation being negligible",,,Bachtiar(1967); Loeb(1934); Josselin de Jong(1952); Willinck(1915); ,1920,2,"Both sexes participate, but males do appreciably more than females",,,Bachtiar(1967); Loeb(1934); Josselin de Jong(1952); Willinck(1915); ,,NA,Missing data,,,
Ethnographic Atlas,Kalispel,Nd13,xd1145,Kalispel (Nd13),49.0,-117.0,49.0,-117.0,kali1309,Kalispel,,Salishan,1860,6,"Females alone perform the activity, male participation being negligible",,,Ray(1942); Teit(1930); ,1860,2,"Both sexes participate, but males do appreciably more than females",,,Ray(1942); Teit(1930); ,1860,9,The activity is absent or unimportant in the particular society,,,Ray(1942); Teit(1930); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Ray(1942); Teit(1930); 
Ethnographic Atlas,Miao,Ed4,xd647,Miao (Ed4),26.0,107.0,26.0,107.0,nort2747,Northern Qiandong Miao,hea,Hmong-Mien,1940,9,The activity is absent or unimportant in the particular society,,with special reference to the Magpie (Yachio) Miao,Ruey(1960); Mark(1967); ,1940,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Magpie (Yachio) Miao,Ruey(1960); Mark(1967); ,1940,2,"Both sexes participate, but males do appreciably more than females",,with special reference to the Magpie (Yachio) Miao,Ruey(1960); Mark(1967); ,1940,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Magpie (Yachio) Miao,Ruey(1960); Mark(1967); 
Ethnographic Atlas,Nara,Ca32,xd440,Barea (Ca32),16.0,38.0,16.0,38.0,nara1262,Nara,nrb,Nara,,NA,Missing data,,,,,NA,Missing data,,,,1860,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Grottanelli and Massari(1943); Munzinger(1864); Pollera(1913); Tucci(1950); ,,NA,Missing data,,,
Ethnographic Atlas,Beni-Amer,Ca36,xd444,Beni Amer (Ca36),18.0,38.0,18.0,38.0,mans1267,Mansa',,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Bitterroot Salish,Nd12,xd1144,Flathead (Nd12),46.0,-113.0,46.0,-113.0,kali1309,Kalispel,,Salishan,1860,6,"Females alone perform the activity, male participation being negligible",,,Teit(1930); Ray(1942); Turney-High(1937); ,1860,2,"Both sexes participate, but males do appreciably more than females",,,Teit(1930); Ray(1942); Turney-High(1937); ,1860,9,The activity is absent or unimportant in the particular society,,,Teit(1930); Ray(1942); Turney-High(1937); ,1860,1,"Males alone perform the activity, female participation being negligible",,,Teit(1930); Ray(1942); Turney-High(1937); 
Ethnographic Atlas,Kiga,Ad13,xd80,Chiga (Ad13),-3.0,30.0,-3.0,30.0,chig1238,Chiga,cgg,Atlantic-Congo,1930,9,The activity is absent or unimportant in the particular society,,,Taylor(1962); Edel(1957); Edel(1937); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Taylor(1962); Edel(1957); Edel(1937); ,1930,5,"Both sexes participate, but females do appreciably more than males",,,Taylor(1962); Edel(1957); Edel(1937); ,1930,1,"Males alone perform the activity, female participation being negligible",,,Taylor(1962); Edel(1957); Edel(1937); 
Ethnographic Atlas,Nyankole,Ad45,xd115,Nyankole (Ad45),0.0,31.0,0.0,31.0,nyan1307,Nyankole,nyn,Atlantic-Congo,,NA,Missing data,,,,,NA,Missing data,,,,1920,5,"Both sexes participate, but females do appreciably more than males",,,Oberg(1940); Oberg(1938); Roscoe(1923b); Taylor(1962); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Oberg(1940); Oberg(1938); Roscoe(1923b); Taylor(1962); 
Ethnographic Atlas,Kotoko,Ai18,xd346,Kotoko (Ai18),12.0,15.0,12.0,15.0,lagw1237,Lagwan,kot,Afro-Asiatic,,NA,Missing data,,,,1880,1,"Males alone perform the activity, female participation being negligible",,,Lebeuf(1959); ,1880,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,,Lebeuf(1959); ,,NA,Missing data,,,
Ethnographic Atlas,Nanai,Ec9,xd637,Goldi (Ec9),47.0,132.0,47.0,132.0,nana1257,Nanai,gld,Tungusic,1920,9,The activity is absent or unimportant in the particular society,,,Lattimore(1933); ,1920,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Lattimore(1933); ,1920,6,"Females alone perform the activity, male participation being negligible",,,Lattimore(1933); ,1920,1,"Males alone perform the activity, female participation being negligible",,,Lattimore(1933); 
Ethnographic Atlas,Tareumiut,Na2,xd1036,Tareumiut (Na2),71.0,-157.0,71.0,-157.0,nort2944,North Slope Inupiatun,,Eskimo-Aleut,1880,9,The activity is absent or unimportant in the particular society,,,Murdoch(1892); Chance(1966); Spencer(1959); ,1880,3,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,,,Murdoch(1892); Chance(1966); Spencer(1959); ,1880,9,The activity is absent or unimportant in the particular society,,,Murdoch(1892); Chance(1966); Spencer(1959); ,1880,1,"Males alone perform the activity, female participation being negligible",,,Murdoch(1892); Chance(1966); Spencer(1959); 
Ethnographic Atlas,Gimma,Cb12,xd461,Gimma (Cb12),13.0,32.0,13.0,32.0,nort3133,North Kordofan Arabic,,Afro-Asiatic,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,,,NA,Missing data,,,
Ethnographic Atlas,Czechs,Ch3,xd567,Czechs (Ch3),50.0,16.0,50.0,16.0,czec1258,Czech,ces,Indo-European,1940,9,The activity is absent or unimportant in the particular society,,with special reference to the Hana district of central Moravia,Hajda(1955); Pospisil(nd); ,1940,9,The activity is absent or unimportant in the particular society,,with special reference to the Hana district of central Moravia,Hajda(1955); Pospisil(nd); ,1940,4,Equal participation by both sexes without marked or reported differentiation in specific tasks,,with special reference to the Hana district of central Moravia,Hajda(1955); Pospisil(nd); ,1940,1,"Males alone perform the activity, female participation being negligible",,with special reference to the Hana district of central Moravia,Hajda(1955); Pospisil(nd); 
Ethnographic Atlas,Wadatkuht,Nd26,xd992,Wadatkuht (Nd26),41.0,-120.0,41.0,-120.0,sout2967,South Northern Paiute,,Uto-Aztecan,1870,6,"Females alone perform the activity, male participation being negligible",,,Riddell(1960); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Riddell(1960); ,1870,9,The activity is absent or unimportant in the particular society,,,Riddell(1960); ,1870,1,"Males alone perform the activity, female participation being negligible",,,Riddell(1960); 
